gameID,team,FG,FGA,3P,3PA,FT,FTA,ORB,TOV,DRB,POSS,EFGP,NTOVP,ORBP,NFTP,fourFactorScore
202001180ATL,Detroit Pistons,51,86,15,32,19,25,11,17,30,102,0.1414320032029895,-0.019607843137254916,0.08333333333333331,0.08114528632158041,0.1345052025708479
202001180BOS,Phoenix Suns,42,89,13,31,26,30,10,15,42,106,0.04547101449275365,0.037735849056603765,0.13526570048309178,0.0838014981273408,0.05141661648329254
202001180BRK,Milwaukee Bucks,45,89,17,37,10,16,5,20,49,110.4,0.15095452595452596,0.02717391304347827,-0.07172131147540983,-0.04925661105436388,0.13057448247356312
202001180CHI,Cleveland Cavaliers,40,73,15,29,21,23,7,27,29,102.2,-0.0030637254901960675,0.14677103718199608,0.12016718913270638,0.13824594552039046,0.010248554708094437
202001180GSW,Orlando Magic,39,86,9,31,8,13,9,15,37,97.2,0.006123230003827029,0.051440329218106984,0.0365612648221344,-0.023998020781791196,0.006893452705460469
202001180HOU,Los Angeles Lakers,45,93,11,33,23,32,15,17,34,107.8,0.03858892638420197,-0.02782931354359927,0.05555555555555555,-0.008243727598566286,0.03689976928418091
202001180MIN,Toronto Raptors,47,91,13,35,15,17,7,14,35,104.8,0.1121031746031746,-0.028625954198473275,-0.0962282398452611,-0.06920738835632453,0.09302689007435637
202001180NOP,Los Angeles Clippers,46,93,10,31,31,39,10,12,26,110.6,-0.009969519939039828,-0.081374321880651,-0.09839816933638443,0.06589147286821706,-0.012070560716032895
202001180NYK,Philadelphia 76ers,34,78,10,32,12,19,5,13,36,93.6,0.018262268704746565,-0.010683760683760674,-0.12804878048780488,0.028846153846153855,0.011080611356890214
202001180OKC,Portland Trail Blazers,39,91,12,32,16,21,12,12,28,99.4,-0.07700348432055748,0,-0.04999999999999999,-0.13742883622401694,-0.07730028933746241
202001180UTA,Sacramento Kings,42,86,10,26,7,12,7,10,30,93.8,0.025942069741282325,0.021321961620469093,-0.09090909090909091,-0.18919288645690832,0.011447912379627907
202001190DEN,Indiana Pacers,43,86,13,29,16,19,11,14,27,96.6,0.04755189972581281,0.05175983436853002,-0.051878354203935606,-0.06395348837209303,0.03816225085183633
202001190SAS,Miami Heat,37,86,10,34,18,20,10,9,37,93,-0.005932203389830526,-0.02150537634408603,0.03162055335968378,-0.06128590971272227,-0.006424445534813035
202001200ATL,Toronto Raptors,38,92,13,42,33,43,12,14,33,111.2,-0.07308286155429744,-0.08093525179856115,0.012129380053908373,0.08158721843897326,-0.06271397017659898
202001200BOS,Los Angeles Lakers,39,89,7,26,22,29,12,15,24,103.6,-0.10287572749058543,0.02895752895752897,-0.10755148741418763,0.04288993596713783,-0.09596055638397545
202001200BRK,Philadelphia 76ers,42,94,13,39,20,27,12,12,31,104.8,-0.03988380041011619,-0.0954198473282443,-0.03458498023715417,-0.05883898082479641,-0.040932427087236586
202001200CHO,Orlando Magic,44,92,14,28,4,9,15,9,32,89.6,0.11307339449541282,-0.10044642857142858,0.1138211382113821,-0.15389016018306637,0.1002970412634037
202001200CLE,New York Knicks,41,85,9,23,15,17,7,10,42,94.8,0.1260207057451152,0,-0.11677115987460815,0.059449311639549446,0.10995804964245526
202001200HOU,Oklahoma City Thunder,40,92,12,32,20,26,7,12,40,107.4,0.03646069968196275,0.009310986964618254,-0.012941762070681928,0.09367996414164051,0.03600785004554418
202001200MEM,New Orleans Pelicans,42,88,21,48,21,24,5,16,38,108.6,0.01470588235294118,0.018416206261510137,-0.16106764841233318,0.09300529567519861,0.00908628558665345
202001200MIA,Sacramento Kings,44,106,13,51,12,15,16,15,33,111,-0.07834394904458603,-0.05405405405405406,0.17030784508440913,-0.10365992270970675,-0.06668109933483576
202001200MIL,Chicago Bulls,34,92,14,48,16,18,7,16,32,108.2,-0.19743411927877946,-0.06469500924214419,0.048901098901098894,0.04404291360813101,-0.17413088595394277
202001200MIN,Denver Nuggets,43,90,11,31,10,12,13,13,40,94.8,0.06623998011557819,0.042194092827004204,0.07976827094474154,-0.009768009768009775,0.06363561618880709
202001200PHO,San Antonio Spurs,43,87,17,31,17,22,6,8,25,97.8,-0.014539714190761055,-0.061349693251533735,-0.0960827790096083,-0.1295977011494253,-0.023687286700657714
202001200POR,Golden State Warriors,48,116,9,36,19,22,19,9,41,114.8,-0.00877192982456143,-0.026132404181184662,0.08506031549644294,-0.10620689655172416,-0.008151320971163953
202001200UTA,Indiana Pacers,39,93,7,26,3,7,9,13,21,99.8,-0.09200968523002423,-0.08016032064128259,-0.16727941176470587,-0.10567296996662959,-0.09620120930033511
202001200WAS,Detroit Pistons,38,89,10,32,14,20,11,17,30,103,-0.08330734445657262,-0.01941747572815533,0.05782312925170069,-0.001233214579336811,-0.07232895688878535
202001210DAL,Los Angeles Clippers,36,97,12,38,26,33,20,10,37,100.2,-0.02470978441127697,-0.01996007984031936,0.10597923379878266,0.08122805030021524,-0.013890323066604725
202001220ATL,Los Angeles Clippers,33,78,4,21,25,39,8,14,37,99.6,0.05061564550615644,-0.010040160642570295,-0.2166666666666667,0.13423831070889897,0.03998987844413772
202001220BOS,Memphis Grizzlies,36,85,11,32,12,15,5,16,35,102,-0.07505121141484777,0.06862745098039215,-0.07954545454545456,-0.027362855254461332,-0.07193160270101026
202001220CHI,Minnesota Timberwolves,41,86,15,44,13,24,10,18,33,103.6,-0.00850202429149799,0.057915057915057924,-0.05833333333333332,-0.20598006644518274,-0.018228540607671588
202001220DET,Sacramento Kings,42,98,10,35,12,23,12,10,33,105.2,-0.08779301194161876,-0.06653992395437262,0.12719298245614036,-0.3844003354766564,-0.08869547428325986
202001220GSW,Utah Jazz,50,93,17,40,12,23,15,9,41,96.2,0.09750728171780804,0.010395010395010396,0.15431519699812382,-0.09824046920821114,0.0916466447315551
202001220HOU,Denver Nuggets,42,92,10,28,11,15,13,15,27,100,-0.019350282485875725,-0.020000000000000018,-0.1291666666666667,-0.15009770395701025,-0.0300774957289019
202001220MIA,Washington Wizards,50,99,13,42,16,20,7,11,34,111,-0.035731458107945646,-0.04504504504504504,0.009090909090909094,-0.20308972073677953,-0.04027780612252726
202001220NOP,San Antonio Spurs,45,89,11,27,20,25,9,11,35,101,0.05201149425287355,-0.029702970297029715,0.0282392026578073,-0.07289994649545212,0.045009277397688174
202001220NYK,Los Angeles Lakers,36,82,9,27,19,28,11,10,32,92.2,0.03139569860129343,-0.07592190889370933,-0.044444444444444425,0.12943458980044348,0.030452071022022513
202001220ORL,Oklahoma City Thunder,46,76,9,19,19,23,0,15,36,100.2,0.13000414421881473,0.009980039920159667,-0.23404255319148937,0.11956521739130435,0.11018401123221255
202001220PHO,Indiana Pacers,45,84,9,20,13,20,4,9,38,97,0.16826923076923073,-0.04123711340206185,-0.0889252591380251,-0.11904761904761907,0.141821768839481
202001220TOR,Philadelphia 76ers,32,84,18,46,13,18,8,13,37,96.2,-0.07537168713639303,0.01039501039501041,-0.026834381551362696,-0.008028792912513849,-0.06939343911287232
202001230BRK,Los Angeles Lakers,47,94,19,38,15,20,11,15,41,106,0.05941716434417166,-0.009433962264150941,0.08673469387755103,0.02770633621697452,0.058826096429669524
202001230CLE,Washington Wizards,47,85,16,36,14,18,7,10,34,95.2,0.07082452431289638,0.021008403361344546,-0.015151515151515138,0.029289215686274517,0.0643661487850954
202001230POR,Dallas Mavericks,48,93,22,47,15,24,12,8,29,98.6,-0.013186813186813195,-0.04056795131845843,-0.002272727272727315,0.029422190712513285,-0.011210560116452295
202001240CHI,Sacramento Kings,35,81,10,32,18,21,7,13,35,95.4,0.05225816295392127,-0.06289308176100628,-0.019379844961240317,0.0829817158931083,0.0487536922285814
202001240CHO,Milwaukee Bucks,44,87,10,36,18,24,12,15,41,99.6,0.0863739837398374,0.020080321285140562,0.1158044613194115,-0.08380112269446674,0.08037556673689697
202001240DET,Memphis Grizzlies,43,79,11,22,28,31,8,14,41,97.4,0.1184094019158013,0.07186858316221766,0.03249299719887955,0.10168312699958271,0.11297912249577063
202001240GSW,Indiana Pacers,50,87,17,28,12,13,5,10,31,97.2,0.09960474308300388,-0.102880658436214,-0.04532163742690057,-0.09377628259041212,0.08259832901537985
202001240MIA,Los Angeles Clippers,43,94,16,35,20,23,11,8,37,100.2,0.05593277881514175,-0.00998003992015968,0.03839037927844588,-0.04529855868222374,0.050347277151059314
202001240MIN,Houston Rockets,47,91,11,32,26,31,5,11,30,109.4,0.015290806754221398,-0.05484460694698354,-0.18604651162790697,0.11224489795918366,0.00840075034630142
202001240NOP,Denver Nuggets,40,106,13,41,20,20,24,11,32,101,-0.08734319415839731,-0.05940594059405942,0.14832535885167464,-0.03083294983893234,-0.07301998419947173
202001240NYK,Toronto Raptors,41,81,17,35,19,23,5,7,26,92.2,0.025897691650042742,-0.07592190889370933,-0.21486486486486484,0.05809731299927376,0.014129352672829085
202001240OKC,Atlanta Hawks,42,92,11,36,16,20,10,11,27,101,-0.1424197635135135,-0.029702970297029715,0.022263450834879406,-0.12841253791708795,-0.13249814584007197
202001240ORL,Boston Celtics,40,86,14,35,15,18,9,13,35,97.2,0.05772109064879283,-0.01028806584362138,-0.05654761904761904,0.018863049095607237,0.049773241936920676
202001240SAS,Phoenix Suns,39,84,8,29,17,21,10,13,32,95.4,0.03587077927657012,-0.010482180293501064,-0.005537098560354364,-0.1565934065934066,0.02563828835422412
202001250CLE,Chicago Bulls,44,85,12,33,18,24,7,9,29,96.6,-0.0017097829319060454,-0.12422360248447206,-0.09551282051282053,0.1046218487394958,-0.0033718077396213565
202001250DET,Brooklyn Nets,42,94,15,42,22,25,11,10,44,103,0.00785548032162503,0.019417475728155345,-0.01688951442646025,0.11865793780687398,0.011165948837696027
202001250MIN,Oklahoma City Thunder,39,80,11,24,24,25,3,11,40,98,0.08201995373048004,-0.02040816326530613,-0.06785508913168486,0.16666666666666666,0.07688778893486141
202001250PHI,Los Angeles Lakers,35,76,6,31,15,23,6,21,29,100.2,-0.05790329134498173,0,-0.062370062370062374,0.030701754385964924,-0.05400339515354808
202001250UTA,Dallas Mavericks,42,97,16,41,7,13,10,9,34,101.2,0.007841228639411613,-0.03952569169960475,-0.06856187290969898,-0.11464823835957857,-0.0013521743213936884
202001260ATL,Washington Wizards,42,88,11,33,38,42,8,11,26,107.8,-0.0879067665289256,-0.02782931354359927,-0.13397129186602869,0.11999022482893451,-0.08129333861161309
202001260DEN,Houston Rockets,40,88,11,33,19,27,15,16,29,99.8,-0.03305785123966942,0.020040080160320634,0.05108695652173911,0.022360703812316723,-0.026102889335519647
202001260MEM,Phoenix Suns,35,92,11,29,28,35,12,17,30,111,-0.13130867367407528,-0.07207207207207209,0.02947368421052632,0.09006211180124227,-0.11382235834481247
202001260NOP,Boston Celtics,41,89,8,33,18,22,7,16,30,106.8,-0.037397540983606536,-0.018726591760299616,-0.21220930232558138,-0.004274548119198834,-0.044626499843895905
202001260NYK,Brooklyn Nets,34,81,13,39,16,23,7,14,27,97.2,-0.13096846846846844,0.01028806584362138,-0.17073170731707318,0.13231347289318302,-0.12101278741331171
202001260ORL,Los Angeles Clippers,37,79,13,30,25,29,12,17,41,95.6,0.10380697825615837,0.11506276150627617,0.019298245614035092,0.08487674883411062,0.09893689027967148
202001260POR,Indiana Pacers,48,93,13,28,20,21,6,6,25,101.4,-0.02158677685950411,-0.08875739644970412,-0.16216216216216217,-0.01827956989247312,-0.029154964041857773
202001260SAS,Toronto Raptors,41,99,16,50,12,15,14,8,36,99,-0.02408211606790367,-0.08080808080808081,0.0917547568710359,-0.14708056171470807,-0.023777469894230643
202001270CHI,San Antonio Spurs,38,82,10,25,23,34,12,11,35,94.6,0.024946081955427746,0.021141649048625796,-0.0357142857142857,0.15145554681353268,0.026935397837198248
202001270DET,Cleveland Cavaliers,48,96,9,24,10,13,11,13,34,103.2,0.06775210084033612,-0.038759689922480606,0.07274895646988669,-0.03869047619047618,0.06267912263295299
202001270MIA,Orlando Magic,33,89,11,37,15,19,11,5,30,90.6,-0.15238836967808927,-0.05518763796909493,0.13358070500927643,-0.021334091878822375,-0.1318757375146604
202001270MIN,Sacramento Kings,44,88,18,40,27,34,9,15,35,107.6,0.010358796296296269,-0.04646840148698886,-0.017676767676767652,0.08209908069458632,0.011258357495741824
202001270OKC,Dallas Mavericks,41,99,19,51,6,9,12,7,44,97.6,-0.008160919540229905,-0.01024590163934426,0.10222222222222221,-0.13706835799859055,-0.007818909811432868
202001270UTA,Houston Rockets,38,81,15,40,35,49,6,15,34,109.6,-0.009793713802303594,-0.018248175182481757,0.0873015873015873,0.20856935366739285,0.003711029337877026
202001280CHO,New York Knicks,38,86,9,32,7,11,8,13,34,95.4,0.04350282485875706,0,-0.13395348837209303,-0.15724101479915434,0.02616522736231053
202001280CLE,New Orleans Pelicans,47,88,13,34,18,24,7,16,34,106.6,0.07592917031660618,0.04690431519699813,-0.1121794871794872,0.03959700093720714,0.06478020211542947
202001280DAL,Phoenix Suns,51,86,12,28,19,21,8,11,31,97.4,0.15086206896551724,-0.041067761806981504,0.03729603729603731,-0.056178201176800224,0.13498285826862558
202001280MEM,Denver Nuggets,32,86,17,45,15,18,13,19,31,99.2,-0.18083969465648853,0.03024193548387097,0.10867117117117114,0.10124787294384573,-0.15296983235968856
202001280MIA,Boston Celtics,39,83,13,36,18,24,11,14,37,95.6,0.08473389355742295,0.04184100418410043,0.015277777777777779,-0.07526736158115607,0.0744321086691643
202001280MIL,Washington Wizards,44,94,14,32,29,34,11,10,24,106.6,-0.06374203224596925,-0.0375234521575985,-0.07515527950310558,-0.04704491725768323,-0.06338262420841091
202001280PHI,Golden State Warriors,37,87,15,40,15,21,6,13,34,102.4,-0.06627296587926512,-0.009765625,0.06944444444444445,-0.07148864592094195,-0.05913064915595407
202001280TOR,Atlanta Hawks,41,92,12,47,20,25,10,18,34,110,-0.051156217882836585,0.05454545454545455,-0.03496503496503495,8.964589870013306e-4,-0.047207534937870076
202001290BRK,Detroit Pistons,42,83,10,26,21,28,9,16,32,101.2,0.02393459603432968,0.0691699604743083,0.03684210526315787,-0.029340892983699518,0.02290130557944971
202001290IND,Chicago Bulls,45,85,6,33,10,15,6,18,28,103,-0.019944476914085296,0.009708737864077666,-0.16322701688555347,-0.06212822207534699,-0.028499421571327545
202001290NYK,Memphis Grizzlies,43,86,13,28,28,33,7,11,37,103.2,0.06866430782839456,-0.04844961240310078,-0.0625,0.11679018655762843,0.06285998838382922
202001290POR,Houston Rockets,40,94,17,47,15,18,9,15,30,107.2,-0.07602836879432623,-0.02798507462686567,-0.06632653061224489,-0.06514463303848911,-0.07462749451331406
202001290SAC,Oklahoma City Thunder,44,88,15,34,17,20,10,13,35,99,0.06443883984867593,0,0.024027459954233388,0.11625874125874125,0.06384667851186966
202001290SAS,Utah Jazz,37,84,14,38,32,46,12,13,31,103.4,-0.08182213840127667,0.03868471953578337,0.1647840531561462,0.05168408826945409,-0.06294651117720569
202001300ATL,Philadelphia 76ers,38,82,9,31,32,45,8,12,34,104,-0.013238067604816495,-0.038461538461538464,-0.0533596837944664,0.02242781048500142,-0.014069747999273494
202001300BOS,Golden State Warriors,33,77,12,39,26,30,3,16,27,102,-0.06623212783851978,-0.05882352941176472,-0.26646341463414636,0.1103896103896104,-0.06910473666490835
202001300CLE,Toronto Raptors,41,84,12,32,21,28,9,13,28,99.2,0.020251778872468484,-0.08064516129032259,-0.1531850353892821,0.11666666666666667,0.014427564269520972
202001300DEN,Utah Jazz,36,78,17,37,11,17,5,16,30,95.8,-0.010364906832298126,0.07306889352818371,-0.08552631578947367,-0.05897435897435899,-0.015233017362234522
202001300LAC,Sacramento Kings,44,88,21,41,15,18,11,10,36,94.2,0.08508224617129889,-0.05307855626326964,0.04800872885979268,-0.04693675889328064,0.07656620207879472
202001300WAS,Charlotte Hornets,43,99,9,30,12,19,16,7,22,97.6,-0.022026848175458524,-0.11270491803278689,-0.1671183378500452,-0.16948555320648345,-0.036086551559002145
202001310BRK,Chicago Bulls,42,86,12,34,22,26,11,13,27,98.4,-0.11801801801801803,-0.07113821138211382,0.0995639534883721,0.030813953488372098,-0.10071684251608388
202001310DET,Toronto Raptors,44,85,9,27,8,11,7,14,35,96.4,0.14173136645962736,-0.010373443983402508,-0.09134615384615383,-0.22233804914370814,0.11399366571577459
202001310HOU,Dallas Mavericks,43,90,14,36,21,27,14,17,38,103.8,0.008713508713508678,0.10597302504816955,0.16262626262626262,0.0598639455782313,0.01942775904708189
202001310LAL,Portland Trail Blazers,49,97,13,36,16,21,6,5,34,104.4,0.02276198308270677,-0.12452107279693486,-0.2360415864458991,-0.02255154639175258,0.006536432868501689
202001310MIL,Denver Nuggets,48,100,22,46,9,9,7,12,43,108.6,0.04114662607813291,-0.009208103130755055,0.012173913043478257,-0.08894736842105264,0.033990683354343874
202001310NOP,Memphis Grizzlies,45,96,6,31,15,26,11,11,23,106.4,-0.07553561618751142,-0.07518796992481204,-0.1987179487179487,-0.07532894736842105,-0.08168298959864269
202001310PHO,Oklahoma City Thunder,42,97,7,31,20,22,15,12,26,102.8,-0.04953125000000003,-0.06809338521400779,0.04361179361179357,-0.13591969614758548,-0.04851525701745384
202002010BOS,Philadelphia 76ers,31,84,7,33,26,31,13,14,34,97.4,-0.08694638694638696,0.04106776180698152,0.07330637007077853,-0.09047619047619049,-0.07779479974918714
202002010CLE,Golden State Warriors,48,90,18,35,17,19,10,11,34,98.6,0.10348201438848925,-0.04056795131845842,-0.04403760514596736,0.04152046783625732,0.09218707189260768
202002010DAL,Atlanta Hawks,37,91,10,33,16,21,10,11,40,100.4,-0.06730536017463012,0.01992031872509961,-0.01132075471698113,0.016249707739069447,-0.060291670396202396
202002010IND,New York Knicks,34,82,7,26,17,23,14,12,43,89.2,-0.012777777777777777,0.01121076233183857,0.23307543520309476,0.036264441591784324,0.0017164570471444962
202002010LAC,Minnesota Timberwolves,34,84,7,39,31,37,6,17,38,109.8,-0.08148558758314856,0.03642987249544628,-0.10363636363636364,0.2057823129251701,-0.06992325576469062
202002010ORL,Miami Heat,33,77,15,33,21,26,10,13,38,90.4,0.04490595611285264,0.04424778761061948,0.08253968253968252,0.104052573932092,0.04914692546194138
202002010POR,Utah Jazz,40,94,18,41,9,9,11,9,26,95.6,-0.08745026017753288,-0.0313807531380753,-0.12083333333333332,-0.06729879740980574,-0.08775266025421925
202002010SAC,Los Angeles Lakers,44,86,19,43,22,27,11,14,35,99.8,0.07398794142980192,-0.020040080160320634,-0.008928571428571397,0.02504472271914132,0.06694410682255561
202002010SAS,Charlotte Hornets,35,83,10,36,10,12,6,17,31,98.8,-0.09864815491413953,0.07085020242914981,-0.04467564259485923,-0.04043761251904168,-0.09192612402893871
202002010WAS,Brooklyn Nets,39,94,16,47,13,21,12,15,41,105.4,-0.034090909090909116,0.05692599620493358,-0.03841807909604522,-0.021702127659574466,-0.03290154728095411
202002020DET,Denver Nuggets,48,96,10,32,17,22,14,9,33,99.8,-0.025937500000000002,-0.020040080160320634,0.05434782608695654,-0.014406028368794316,-0.021403000632007157
202002020HOU,New Orleans Pelicans,42,94,10,33,15,20,16,21,47,107,0.05597617605491623,0.13084112149532712,0.14367816091954022,-0.021377912867274557,0.05801576119566391
202002020MIL,Phoenix Suns,41,104,6,23,20,23,15,10,34,108.2,-0.06465441819772527,-0.05545286506469499,-0.0657627118644068,0.006740681998413961,-0.06176201334188348
202002020TOR,Chicago Bulls,35,90,15,48,17,26,17,16,24,99.4,-0.1581306804225006,0.01006036217303824,0,-0.03730158730158731,-0.14370907225058366
202002030ATL,Boston Celtics,48,90,12,29,15,17,11,15,33,100.8,0.03272888102609467,-0.019841269841269854,0.14345114345114346,-0.059523809523809534,0.0340491850166773
202002030BRK,Phoenix Suns,39,90,6,17,13,18,14,16,29,99.2,-0.018045741205075627,-0.010080645161290314,0.0352564102564103,-0.05780274656679152,-0.016891262886032113
202002030CHO,Orlando Magic,43,80,16,34,10,17,8,9,29,87.8,0.06820175438596493,-0.03416856492027334,-0.13578088578088576,0.023876404494382025,0.055205905188896696
202002030CLE,New York Knicks,57,102,10,26,15,21,12,12,34,110.4,0.004060039370078761,-0.01811594202898549,0.16447779862414008,0.01662404092071612,0.012361727580816679
202002030IND,Dallas Mavericks,36,86,18,45,22,23,12,12,39,95.2,-0.021873165002935957,0.08403361344537816,0.1025145067698259,0.1724806201550388,-0.006820562223495732
202002030LAC,San Antonio Spurs,40,95,12,37,13,16,6,6,40,101.4,-0.052416052416052406,-0.05917159763313609,0.004273504273504286,-0.08934837092731829,-0.051126422774196045
202002030MEM,Detroit Pistons,34,98,8,26,6,9,16,14,35,99.6,-0.09541754597527885,0.030120481927710843,0.11904761904761904,-0.04988662131519274,-0.08161767045870061
202002030MIA,Philadelphia 76ers,36,83,13,38,21,25,14,14,30,93,-0.12739280921099105,0.11827956989247312,0.15891472868217058,-0.04110559886605247,-0.10716922011150078
202002030SAC,Minnesota Timberwolves,37,85,13,38,22,28,14,16,31,98.2,-0.08751793400286945,0,0.1572528883183569,-0.04784313725490191,-0.07281722167686075
202002030WAS,Golden State Warriors,43,87,15,30,24,31,12,14,32,101.4,-0.011233211233211193,0.029585798816568032,0.20784313725490194,-0.013294557540506846,4.6342439400428584e-5
202002040DEN,Portland Trail Blazers,36,91,9,31,18,22,9,9,27,99.8,-0.10754891591750398,-0.04008016032064127,-0.11620294599018005,-0.0021978021978022177,-0.10309288531638108
202002040HOU,Charlotte Hornets,39,83,13,33,19,24,12,17,41,97.6,0.05466176147594992,0.13319672131147542,0.11503623188405795,0.033039373990808585,0.05760093909530493
202002040LAL,San Antonio Spurs,40,91,13,27,9,15,7,6,21,96,-0.10150742462876855,-0.08333333333333334,-0.23156089193825044,-0.10109890109890111,-0.10781201614009361
202002040NOP,Milwaukee Bucks,48,102,11,36,13,17,8,17,45,117.8,0.0836271053662358,0,0.012321909896033878,-0.05436720142602497,0.07370580226737292
202002050BOS,Orlando Magic,32,75,13,31,23,30,9,17,30,95,-0.1184438289769777,0.05263157894736842,0.0378787878787879,0.1787596899224806,-0.09702880329896764
202002050BRK,Golden State Warriors,35,96,5,39,13,18,7,7,27,103.2,-0.15505804311774457,-0.058139534883720936,-0.22077375946173255,0.005416666666666653,-0.1509556554612273
202002050DAL,Memphis Grizzlies,47,89,12,25,15,20,10,10,42,97,0.1546933025995646,0.010309278350515455,0.02777777777777779,-0.06550322734879274,0.13809582491805047
202002050DET,Phoenix Suns,42,77,12,26,12,15,7,15,30,91,0.043255189833451724,0.0989010989010989,-0.11818181818181817,0.029528366370471626,0.0351907255848455
202002050LAC,Miami Heat,40,93,16,42,15,21,10,8,36,99.4,-0.043045843045843024,-0.030181086519114678,0.006861063464837058,0.003986951794128307,-0.03854053836144288
202002050MIN,Atlanta Hawks,43,82,13,32,28,30,7,19,37,106,0.04135338345864664,0.028301886792452824,0.06634746922024623,0.11069418386491559,0.045246204796315435
202002050OKC,Cleveland Cavaliers,41,89,15,38,6,11,9,19,36,103.4,-0.015306497902715432,0.06769825918762089,0.08259423503325944,-0.22888056595921763,-0.018124376407273414
202002050TOR,Indiana Pacers,43,82,19,39,13,16,8,18,34,98.4,0.018630060232525558,0.08130081300813008,0.03979460847240049,-0.08564946114577424,0.016143814317143356
202002050UTA,Denver Nuggets,39,90,7,30,13,18,13,11,39,95.2,0.010166666666666713,-0.03151260504201682,0.09782608695652173,0.03979328165374675,0.01531790956355583
202002060CHI,New Orleans Pelicans,49,87,16,38,11,19,9,21,36,106.6,0.025672131147541022,0.056285178236397754,0.002799552071668515,-0.02410085279940674,0.022843713306758055
202002060LAL,Houston Rockets,43,85,19,42,16,18,6,16,31,102.2,0.007648121853620737,0.009784735812133072,-0.004267425320056917,0.056367162249515185,0.009022472250357755
202002060MIL,Philadelphia 76ers,37,99,19,45,8,14,11,11,39,104.6,-0.05876272264631044,-0.02868068833652007,-0.010080645161290314,-0.04685149366000428,-0.05555134926950928
202002060NYK,Orlando Magic,34,75,9,31,26,30,7,20,32,100,-0.0475067385444744,0.07,-0.043650793650793634,0.20536231884057973,-0.03602411161894346
202002060POR,San Antonio Spurs,41,92,10,28,25,28,8,4,31,99.2,-0.06627906976744186,-0.08064516129032256,-0.06173469387755104,0.17391304347826086,-0.05658782735834802
202002070BOS,Atlanta Hawks,35,86,13,39,24,26,12,14,34,98.4,-0.03385365853658534,0.01016260162601626,0.005555555555555564,0.023255813953488358,-0.02915865633074933
202002070IND,Toronto Raptors,42,88,17,38,14,17,8,16,31,102.8,0.03412698412698417,-0.038910505836575876,-0.0800865800865801,-0.05021141649048627,0.024312394991971544
202002070OKC,Detroit Pistons,38,89,11,38,14,19,14,9,23,91.6,-0.07667223415254909,-0.021834061135371174,0.0166223404255319,-0.1716439976345358,-0.07525799423275274
202002070PHI,Memphis Grizzlies,38,93,5,21,26,31,9,14,31,110.4,-0.12299771167048057,-0.05434782608695654,-0.06022896963663513,0.17956989247311825,-0.1070700715472091
202002070PHO,Houston Rockets,29,85,11,48,22,26,8,15,21,102.4,-0.2081940963519911,-0.078125,-0.15931533903884135,-0.07883880825057293,-0.199275255998757
202002070SAC,Miami Heat,34,77,12,40,17,25,7,20,35,100,-0.05097680097680096,0.06,0.04284772577455506,0.14760848907190371,-0.03723239502751696
202002070UTA,Portland Trail Blazers,44,97,17,40,9,14,10,9,33,101.6,-0.030011461663751016,-0.05905511811023623,-0.09392945036915501,-0.09402968165854764,-0.03605852646327794
202002070WAS,Dallas Mavericks,42,91,16,40,18,21,15,13,34,97.4,-0.044101860687022876,0,0.13561076604554867,0.08669108669108669,-0.02944349284839969
202002080CHO,Dallas Mavericks,44,87,17,35,11,11,11,10,35,90.4,0.07666933226709316,0,0.034154535274356135,-0.022988505747126436,0.0697905855742166
202002080DET,New York Knicks,38,85,8,22,11,17,16,15,31,90.8,-0.020741941636467698,-0.01101321585903084,0.3020086083213773,-0.030008525149190085,-0.004877790221309977
202002080GSW,Los Angeles Lakers,43,82,14,29,25,34,12,24,35,107.6,0.016566152929789302,0.05576208178438663,0.13827781269641737,0.13633872293779117,0.027834598006986754
202002080IND,New Orleans Pelicans,44,95,15,38,21,25,16,15,37,104,-0.05773608332758501,0.009615384615384609,0.26244343891402716,-0.019911223842739384,-0.03954059815668088
202002080MIN,Los Angeles Clippers,41,86,9,26,24,29,8,15,35,104.6,-0.06137589928057552,0.02868068833652007,-0.026767676767676774,0.15275397796817625,-0.05017972718880955
202002080ORL,Milwaukee Bucks,42,93,15,39,12,16,10,16,52,105.4,0.07065217391304346,0.06641366223908918,0.056100981767180924,0.016787360105332452,0.06772763663670235
202002080PHO,Denver Nuggets,45,82,11,28,16,21,8,14,32,96.4,0.10194805194805195,0.01037344398340248,-0.04528763769889843,-0.06924586487244183,0.0868227647132382
202002080SAC,San Antonio Spurs,41,81,7,24,13,18,8,14,33,94.2,-0.026603699330972064,0.042462845010615716,0.01000625390869292,0.009331036462819409,-0.022645146793821277
202002080TOR,Brooklyn Nets,41,92,16,44,20,24,13,9,33,97.6,-0.0397058823529412,0.02049180327868852,-0.011775362318840576,0.059496567505720827,-0.0337392815005734
202002090ATL,New York Knicks,52,110,13,34,18,25,15,17,41,122,0.0278716216216216,0.024590163934426215,0.06623931623931625,-0.09562289562289561,0.024817411085853693
202002090CLE,Los Angeles Clippers,53,93,12,36,15,20,10,11,42,102,0.1565830910852713,-0.04901960784313725,-0.01945181255526085,0.0033955857385399024,0.1395978187000914
202002090HOU,Utah Jazz,42,86,15,38,15,18,10,15,38,98.2,0.02328113962797268,0.09164969450101831,0.10085470085470083,0.06915544675642596,0.029678475523177674
202002090OKC,Boston Celtics,38,84,16,36,20,27,14,9,39,89.8,-0.010471976401179917,-0.011135857461024495,0.06905370843989772,-0.01771871539313402,-0.006792200529402646
